Headlines,Time,Description,combined_text,clean_text
Cramer's charts could signal trouble in the market," 7:29  PM ET Tue, 24 April 2018",Jim Cramer's charts could signal trouble in the market. But it might also be nothing. ,"Cramer's charts could signal trouble in the market  7:29  PM ET Tue, 24 April 2018 Jim Cramer's charts could signal trouble in the market. But it might also be nothing. ",cramer charts could signal trouble market pm et tue april jim cramer charts could signal trouble market might also nothing
,,,  ,
Cramer: Be careful what you say – even red-hot earnings can’t hold up in this sell-off," 7:28  PM ET Tue, 24 April 2018",CNBC's Jim Cramer says CEOs need to be careful. Even the red-hot earnings can't hold up if they say the wrong thing.  ,"Cramer: Be careful what you say – even red-hot earnings can’t hold up in this sell-off  7:28  PM ET Tue, 24 April 2018 CNBC's Jim Cramer says CEOs need to be careful. Even the red-hot earnings can't hold up if they say the wrong thing.  ",cramer careful say even red hot earnings hold sell pm et tue april cnbc jim cramer says ceos need careful even red hot earnings hold say wrong thing
Cramer Remix: How you should focus on Hasbro," 7:00  PM ET Mon, 23 April 2018",Jim Cramer reveals the best move for Hasbro now that it’s put Toys R Us in the rearview mirror.,"Cramer Remix: How you should focus on Hasbro  7:00  PM ET Mon, 23 April 2018 Jim Cramer reveals the best move for Hasbro now that it’s put Toys R Us in the rearview mirror.",cramer remix focus hasbro pm et mon april jim cramer reveals best move hasbro put toys r us rearview mirror
Cramer's lightning round: Ingersoll-Rand is the right stock for this economic phase," 7:03  PM ET Mon, 23 April 2018","Jim Cramer shares his take on callers' favorite stocks at lightning speed, including an industrial play.","Cramer's lightning round: Ingersoll-Rand is the right stock for this economic phase  7:03  PM ET Mon, 23 April 2018 Jim Cramer shares his take on callers' favorite stocks at lightning speed, including an industrial play.",cramer lightning round ingersoll rand right stock economic phase pm et mon april jim cramer shares take callers favorite stocks lightning speed including industrial play
Cramer: Vaping is decimating the cigarette industry—and it could get even worse," 7:21  PM ET Mon, 23 April 2018",Jim Cramer addresses the recent pain in cigarette manufacturers' stocks and shares his outlook on the tobacco business.,"Cramer: Vaping is decimating the cigarette industry—and it could get even worse  7:21  PM ET Mon, 23 April 2018 Jim Cramer addresses the recent pain in cigarette manufacturers' stocks and shares his outlook on the tobacco business.",cramer vaping decimating cigarette industry could get even worse pm et mon april jim cramer addresses recent pain cigarette manufacturers stocks shares outlook tobacco business
"Cramer walks back negative Newell call after proxy fight ends, gives blessing to buy"," 7:20  PM ET Mon, 23 April 2018",Jim Cramer reviews the prospects at Newell Brands after a proxy fight with Carl Icahn and Starboard Value ends peacefully.,"Cramer walks back negative Newell call after proxy fight ends, gives blessing to buy  7:20  PM ET Mon, 23 April 2018 Jim Cramer reviews the prospects at Newell Brands after a proxy fight with Carl Icahn and Starboard Value ends peacefully.",cramer walks back negative newell call proxy fight ends gives blessing buy pm et mon april jim cramer reviews prospects newell brands proxy fight carl icahn starboard value ends peacefully
Cramer argues the trade war is more worrisome than 10-year Treasury yields approaching 3%," 7:19  PM ET Mon, 23 April 2018",Jim Cramer says investors should take advantage of 10-year Treasury yields hitting 3 percent and worry more about U.S.-China trade relations.,"Cramer argues the trade war is more worrisome than 10-year Treasury yields approaching 3%  7:19  PM ET Mon, 23 April 2018 Jim Cramer says investors should take advantage of 10-year Treasury yields hitting 3 percent and worry more about U.S.-China trade relations.",cramer argues trade war worrisome year treasury yields approaching pm et mon april jim cramer says investors take advantage year treasury yields hitting percent worry u china trade relations
Cramer Remix: The most eagerly anticipated report of the year," 7:02  PM ET Fri, 20 April 2018",Jim Cramer reveals the one report that Wall Street’s watching.,"Cramer Remix: The most eagerly anticipated report of the year  7:02  PM ET Fri, 20 April 2018 Jim Cramer reveals the one report that Wall Street’s watching.",cramer remix eagerly anticipated report year pm et fri april jim cramer reveals one report wall street watching
"Cramer's lightning round: Edwards Lifesciences is simplifying heart surgery, and it's a buy"," 7:04  PM ET Fri, 20 April 2018","Jim Cramer flies through his take on callers' favorite stocks, including a biotech play.","Cramer's lightning round: Edwards Lifesciences is simplifying heart surgery, and it's a buy  7:04  PM ET Fri, 20 April 2018 Jim Cramer flies through his take on callers' favorite stocks, including a biotech play.",cramer lightning round edwards lifesciences simplifying heart surgery buy pm et fri april jim cramer flies take callers favorite stocks including biotech play
"Cramer: Legalization is bad for marijuana pricing—right now, pot stocks look expensive"," 7:24  PM ET Fri, 20 April 2018",Jim Cramer looks at the blazing bull market in marijuana to see if the stocks are good buys or about to go up in smoke.,"Cramer: Legalization is bad for marijuana pricing—right now, pot stocks look expensive  7:24  PM ET Fri, 20 April 2018 Jim Cramer looks at the blazing bull market in marijuana to see if the stocks are good buys or about to go up in smoke.",cramer legalization bad marijuana pricing right pot stocks look expensive pm et fri april jim cramer looks blazing bull market marijuana see stocks good buys go smoke
Cramer: Trump shouldn't be calling on OPEC for lower oil prices," 7:23  PM ET Fri, 20 April 2018","Jim Cramer argues that OPEC is a ""shadow of its former self"" and no longer wields control over the price of oil.","Cramer: Trump shouldn't be calling on OPEC for lower oil prices  7:23  PM ET Fri, 20 April 2018 Jim Cramer argues that OPEC is a ""shadow of its former self"" and no longer wields control over the price of oil.",cramer trump calling opec lower oil prices pm et fri april jim cramer argues opec shadow former self longer wields control price oil
Cramer's game plan: Earnings could push stocks higher," 7:22  PM ET Fri, 20 April 2018",Jim Cramer reviews his game plan for the week ahead and highlights the most important stocks and events to watch.,"Cramer's game plan: Earnings could push stocks higher  7:22  PM ET Fri, 20 April 2018 Jim Cramer reviews his game plan for the week ahead and highlights the most important stocks and events to watch.",cramer game plan earnings could push stocks higher pm et fri april jim cramer reviews game plan week ahead highlights important stocks events watch
Cramer Remix: The trade war with China has shifted to tech," 7:02  PM ET Thu, 19 April 2018",Jim Cramer explains that less talk about a trade war does not mean the trade dispute is over.,"Cramer Remix: The trade war with China has shifted to tech  7:02  PM ET Thu, 19 April 2018 Jim Cramer explains that less talk about a trade war does not mean the trade dispute is over.",cramer remix trade war china shifted tech pm et thu april jim cramer explains less talk trade war mean trade dispute
Cramer's lightning round: International Paper is a 'very good buy' at these prices," 7:04  PM ET Thu, 19 April 2018","Jim Cramer zooms through his take on callers' favorite stocks, including a play on global commerce.","Cramer's lightning round: International Paper is a 'very good buy' at these prices  7:04  PM ET Thu, 19 April 2018 Jim Cramer zooms through his take on callers' favorite stocks, including a play on global commerce.",cramer lightning round international paper good buy prices pm et thu april jim cramer zooms take callers favorite stocks including play global commerce
Cramer points to 'China's ultimate weapon' in the trade war: Boycotts," 7:18  PM ET Thu, 19 April 2018",Jim Cramer worries that organized boycotts against U.S. products in China could escalate tensions in the burgeoning trade war.,"Cramer points to 'China's ultimate weapon' in the trade war: Boycotts  7:18  PM ET Thu, 19 April 2018 Jim Cramer worries that organized boycotts against U.S. products in China could escalate tensions in the burgeoning trade war.",cramer points china ultimate weapon trade war boycotts pm et thu april jim cramer worries organized boycotts u products china could escalate tensions burgeoning trade war
,,,  ,
"Cramer tracks the 'very close' race to $1 trillion between Apple, Amazon, Alphabet and Microsoft"," 7:16  PM ET Thu, 19 April 2018",Jim Cramer examines four massive tech giants to see which one is most likely to win the race to a $1 trillion in market cap.,"Cramer tracks the 'very close' race to $1 trillion between Apple, Amazon, Alphabet and Microsoft  7:16  PM ET Thu, 19 April 2018 Jim Cramer examines four massive tech giants to see which one is most likely to win the race to a $1 trillion in market cap.",cramer tracks close race trillion apple amazon alphabet microsoft pm et thu april jim cramer examines four massive tech giants see one likely win race trillion market cap
Cramer: A trade war with China produces a lot of losers and not enough winners," 7:15  PM ET Thu, 19 April 2018",Jim Cramer laments the latest pickup in the U.S.-China trade war and argues that not enough stocks benefit from the conflict.,"Cramer: A trade war with China produces a lot of losers and not enough winners  7:15  PM ET Thu, 19 April 2018 Jim Cramer laments the latest pickup in the U.S.-China trade war and argues that not enough stocks benefit from the conflict.",cramer trade war china produces lot losers enough winners pm et thu april jim cramer laments latest pickup u china trade war argues enough stocks benefit conflict
